,DATE,UNRATE(%),CONSUMER CONF INDEX,PPI-CONST MAT.,CPIALLITEMS,INFLATION(%),MORTGAGE INT. MONTHLY AVG(%),MED HOUSEHOLD INCOME,CORP. BOND YIELD(%),MONTHLY HOME SUPPLY,% SHARE OF WORKING POPULATION,GDP PER CAPITA,QUARTERLY REAL GDP,QUARTERLY GDP GROWTH RATE (%),CSUSHPISA,new UNRATE(%),new CONSUMER CONF INDEX,new PPI-CONST MAT.,new CPIALLITEMS,new INFLATION(%),new MORTGAGE INT. MONTHLY AVG(%),new MED HOUSEHOLD INCOME,new CORP. BOND YIELD(%),new MONTHLY HOME SUPPLY,new % SHARE OF WORKING POPULATION,new GDP PER CAPITA,new QUARTERLY REAL GDP,new QUARTERLY GDP GROWTH RATE (%),new CSUSHPISA
181,2007-01-04,4.5,108.2,183.7,87.20302763,2.573697274,6.18,50233.0,5.47,7.4,67.29843266,47802,15577.779,0.63843453,190.522,0.0027514907427478624,4.386999467317787e-06,0.0009981878466567677,0.0006170448294385955,8.489532115583296e-05,1.3968076926975997e-06,0.000343636041882262,4.913951047049372e-06,6.72691484668779e-05,3.059022269256247e-07,0.0004544403419949517,0.0002438379839302206,2.0220329170890608e-05,0.00015204759219916844
180,2007-01-05,4.4,106.3,184.0,87.7359008,2.690864196,6.262,50233.0,5.47,7.8,67.29843266,47802,15577.779,0.63843453,189.707,0.003007687858834696,5.187195585092166e-06,0.0009839799790565145,0.0005515522360691772,7.607405801750076e-05,1.1448310922354211e-06,0.000343636041882262,4.913951047049372e-06,4.2917851742442786e-05,3.059022269256247e-07,0.0004544403419949517,0.0002438379839302206,2.0220329170890608e-05,0.00015892850262154494
179,2007-01-06,4.6,108.5,184.0,87.9059308,2.687037957,6.6575,50233.0,5.79,8.2,67.29843266,47802,15577.779,0.63843453,188.818,0.002517061594176658,4.272463482393717e-06,0.0009839799790565145,0.0005321537562738798,7.634710446022012e-05,4.3857349669518685e-07,0.000343636041882262,2.4545356641299236e-06,2.73814341681956e-05,3.059022269256247e-07,0.0004544403419949517,0.0002438379839302206,2.0220329170890608e-05,0.00016678969491655912
178,2007-01-07,4.7,105.3,184.2,87.88356953,2.358230959,6.695,50233.0,5.73,8.3,67.29843266,48216,15671.605,0.602306657,188.032,0.002302559873986887,5.665392316423029e-06,0.0009746204860584536,0.000534665452960587,0.00010387337001382683,4.0043529404182186e-07,0.000343636041882262,2.795718408813466e-06,2.4471484900201934e-05,3.059022269256247e-07,0.0004062016885983714,0.0002102481095834327,2.0668358055490072e-05,0.00017406329488064816
177,2007-01-08,4.6,111.9,183.9,87.72239966,1.970083374,6.572,50233.0,5.79,9.2,67.29843266,48216,15671.605,0.602306657,187.313,0.002517061594176658,3.165680569925288e-06,0.0009886933439676973,0.0005531225159049755,0.00014939686197898438,5.396662466929118e-07,0.000343636041882262,2.4545356641299236e-06,8.902108623545909e-06,3.059022269256247e-07,0.0004062016885983714,0.0002102481095834327,2.0668358055490072e-05,0.00018099428227056054
176,2007-01-09,4.7,105.6,183.4,87.96415447,2.755051755,6.3825,50233.0,5.74,9.2,67.29843266,48216,15671.605,0.602306657,186.793,0.002302559873986887,5.5174801760425865e-06,0.0010126006563265667,0.0005256690587161321,7.163641766971242e-05,8.546387449009953e-07,0.000343636041882262,2.735726942785608e-06,8.902108623545909e-06,3.059022269256247e-07,0.0004062016885983714,0.0002102481095834327,2.0668358055490072e-05,0.0001861782784520642
175,2007-01-10,4.7,99.5,183.0,88.15232663,3.536174439,6.375,50233.0,5.66,8.5,67.29843266,48592,15767.146,0.609644003,185.69,0.002302559873986887,9.44831299582008e-06,0.0010321416397633884,0.000505246499007367,3.447248806820038e-05,8.703312569717899e-07,0.000343636041882262,3.2541544310121254e-06,1.954646364012672e-05,3.059022269256247e-07,0.0003668410362328817,0.0001807940785175446,2.0576569911391135e-05,0.00019767099728225943
174,2007-01-11,4.7,95.2,183.3,88.67591776,4.306203478,6.208,50233.0,5.44,9.4,67.29843266,48592,15767.146,0.609644003,184.74,0.002302559873986887,1.3804858046021938e-05,0.0010174509775883174,0.00045249837318057354,1.676156873066008e-05,1.305076050070985e-06,0.000343636041882262,5.2443636195423725e-06,7.110487900433771e-06,3.059022269256247e-07,0.0003668410362328817,0.0001807940785175446,2.0576569911391135e-05,0.00020813647184306577
173,2007-01-12,5.0,87.8,183.5,88.61642836,4.08126859,6.095,50233.0,5.49,9.6,67.29843266,48592,15767.146,0.609644003,183.751,0.0017624511844725893,2.6511144061499587e-05,0.001007773433852101,0.00045820296408128735,2.06915235604249e-05,1.7166928373752402e-06,0.000343636041882262,4.705323714033132e-06,5.679443162247341e-06,3.059022269256247e-07,0.0003668410362328817,0.0001807940785175446,2.0576569911391135e-05,0.0002196205433091573
172,2008-01-01,5.0,90.6,184.3,89.05690309,4.28029405,5.758,50303.0,5.33,9.3,67.21901249,48457,15702.906,-0.407429474,182.837,0.0017624511844725893,2.0710843328367222e-05,0.0009699741450758874,0.0004176106546066704,1.7173217665241344e-05,3.888260123571274e-06,0.00033461146878673633,6.657634251768749e-06,7.956025516583908e-06,4.2741872341919165e-07,0.00038051405553834414,0.00020010484754597318,3.8134240440691125e-05,0.0002307962113518659
171,2008-01-02,4.9,75.0,185.7,89.31553433,4.026555418,5.9175,50303.0,5.53,9.7,67.21901249,48457,15702.906,-0.407429474,181.868,0.0019267346633274757,8.196214682687999e-05,0.0009072017535018904,0.00039547234892474783,2.177927800395687e-05,2.6406232075281917e-06,0.00033461146878673633,4.314265405519751e-06,5.075851256562332e-06,4.2741872341919165e-07,0.00038051405553834414,0.00020010484754597318,3.8134240440691125e-05,0.0002432658998440863
170,2008-01-03,5.1,64.5,187.8,90.0897404,3.981456238,5.97,50303.0,5.51,10.5,67.21901249,48457,15702.906,-0.407429474,180.848,0.0016121527485262934,0.00020686336922543107,0.0008205710483417239,0.00033597054186907717,2.271875904105733e-05,2.324836960167456e-06,0.00033461146878673633,4.505553849794651e-06,2.066013389380037e-06,4.2741872341919165e-07,0.00038051405553834414,0.00020010484754597318,3.8134240440691125e-05,0.0002571202283658544
169,2008-01-04,5.0,62.3,190.9,90.63611471,3.936889777,5.9175,50303.0,5.55,10.3,67.21901249,48875,15792.773,0.572295345,180.057,0.0017624511844725893,0.00025114181059446007,0.0007075644167854058,0.0002994492074538766,2.3686945809405275e-05,2.6406232075281917e-06,0.00033461146878673633,4.131098297482349e-06,2.5865874810119895e-06,4.2741872341919165e-07,0.00033975137809214804,0.00017362087787123164,2.10480730870398e-05,0.00026840489653980623
168,2008-01-05,5.4,52.7,195.8,91.3993511,4.175543041,6.036,50303.0,5.57,10.7,67.21901249,48875,15792.773,0.572295345,179.46,0.0012337917536277489,0.0005853700670559753,0.0005598062201315914,0.00025497960888893023,1.89431605695982e-05,1.980865375519768e-06,0.00033461146878673633,3.955707729272211e-06,1.650209362423732e-06,4.2741872341919165e-07,0.00033975137809214804,0.00017362087787123164,2.10480730870398e-05,0.0002772486057984673
167,2008-01-06,5.6,50.4,200.4,92.32038208,5.021790043,6.32,50303.0,5.68,10.7,67.21901249,48875,15792.773,0.572295345,178.8,0.0010322310367548194,0.0007168986628553481,0.0004492886605259389,0.0002100146327971047,8.576181182839142e-06,9.945636951882174e-07,0.00033461146878673633,3.115995415451406e-06,1.650209362423732e-06,4.2741872341919165e-07,0.00033975137809214804,0.00017362087787123164,2.10480730870398e-05,0.0002873650034345935
166,2008-01-07,5.8,51.9,203.4,92.80515744,5.600122908,6.426,50303.0,5.67,10.5,67.21901249,48865,15709.562,-0.526892902,178.193,0.0008635701954892239,0.0006281306530916017,0.00038925089404108937,0.00018962731263051543,4.989894885221943e-06,7.69043587900039e-07,0.00033461146878673633,3.184325721938391e-06,2.066013389380037e-06,4.2741872341919165e-07,0.000340673623795988,0.00019801183098830063,4.100026842850192e-05,0.00029699447089005375
165,2008-01-08,6.1,56.9,206.5,92.43471987,5.371855111,6.4775,50303.0,5.64,11.3,67.21901249,48865,15709.562,-0.526892902,177.667,0.0006607800216060862,0.0004042587208447603,0.0003356244531505327,0.00020501690960882403,6.179109150263062e-06,6.787198087985629e-07,0.00033461146878673633,3.3984392093441116e-06,8.409237172795984e-07,4.2741872341919165e-07,0.000340673623795988,0.00019801183098830063,4.100026842850192e-05,0.00030559944976144937
164,2008-01-09,6.1,59.8,206.3,92.30688094,4.936927429,6.0375,50303.0,5.65,10.9,67.21901249,48865,15709.562,-0.526892902,177.302,0.0006607800216060862,0.0003130661074213516,0.00033884960929280133,0.00021061275340564977,9.285529987859788e-06,1.97367010024199e-06,0.00033461146878673633,3.3255144006481474e-06,1.3180895757694919e-06,4.2741872341919165e-07,0.000340673623795988,0.00019801183098830063,4.100026842850192e-05,0.0003117166385305467
163,2008-01-10,6.5,38.0,201.8,91.37445837,3.65518627,6.2,50303.0,6.28,11.6,67.21901249,47799,15366.607,-2.183097148,176.553,0.00046242140207023347,0.0021366343962860353,0.00042019853347682423,0.0002563200520951811,3.083705484665649e-05,1.330652393983554e-06,0.00033461146878673633,8.47921249731952e-07,6.002958037756445e-07,4.2741872341919165e-07,0.0004548100183279613,0.00034038205485848334,0.00011196588494992007,0.0003246554564961172
162,2008-01-11,6.8,44.9,199.6,89.62437294,1.069574698,6.0875,50303.0,6.12,11.4,67.21901249,47799,15366.607,-2.183097148,175.747,0.00035379870633342806,0.001163858356016377,0.00046680664108621054,0.00037056794064565016,0.0003471254349703176,1.7482139912938777e-06,0.00033461146878673633,1.1997386222913883e-06,7.515528177980516e-07,4.2741872341919165e-07,0.0004548100183279613,0.00034038205485848334,0.00011196588494992007,0.0003391792901008178
161,2008-01-12,7.3,38.0,194.8,88.69743521,0.091412903,5.286,50303.0,5.05,11.2,67.21901249,47799,15366.607,-2.183097148,174.802,0.00022642798820008257,0.0021366343962860353,0.0005872185718687048,0.00045045253865355243,0.0008671062855211399,1.2219446566099394e-05,0.00033461146878673633,1.222073271178998e-05,9.409221468158397e-07,4.2741872341919165e-07,0.0004548100183279613,0.00034038205485848334,0.00011196588494992007,0.000357037147026809
160,2009-01-01,7.8,37.7,193.3,89.08348346,0.029846502,5.0475,49777.0,5.05,12.2,67.1707618,47123,15187.475,-1.165722531,173.84,0.00014490522788696196,0.0021937877763348185,0.0006308727577035498,0.0004152794568434564,0.0009185200255057799,2.1793716824279753e-05,0.00040868373875748207,1.222073271178998e-05,3.059022269256247e-07,5.237342539529972e-07,0.0005462629113535659,0.0004516890192807748,6.040585411937777e-05,0.00037618193676821975
159,2009-01-02,8.3,25.0,191.2,89.52648966,0.236191085,5.13,49777.0,5.27,10.5,67.1707618,47123,15187.475,-1.165722531,172.948,9.273106566599662e-05,0.0066928509242848554,0.0006974902964700382,0.0003782865732523882,0.000757250841326218,1.7840659641883063e-05,0.00040868373875748207,7.583047186691038e-06,2.066013389380037e-06,5.237342539529972e-07,0.0005462629113535659,0.0004516890192807748,6.040585411937777e-05,0.000394849354923869
158,2009-01-03,8.7,26.0,190.2,89.74419556,-0.383556261,5.0025,49777.0,5.5,11.0,67.1707618,47123,15187.475,-1.165722531,172.131,6.488318698438977e-05,0.006131390703165646,0.0007316397676953035,0.0003613332639521173,0.0013521604412773678,2.4307610750217883e-05,0.00040868373875748207,4.604355483694154e-06,1.178006951950765e-06,5.237342539529972e-07,0.0005462629113535659,0.0004516890192807748,6.040585411937777e-05,0.00041275853620890014
157,2009-01-04,9.0,39.2,188.1,89.96823013,-0.736885713,4.81,49777.0,5.39,10.7,67.1707618,46865,15161.772,-0.169238139,171.437,4.963750183950614e-05,0.0019224998477841374,0.0008088892710415456,0.00034467973478730356,0.0018814587769542426,3.877521835808391e-05,0.00040868373875748207,5.845155348941023e-06,1.650209362423732e-06,5.237342539529972e-07,0.0005858261680052215,0.00047040174480022574,3.300391153637938e-05,0.00042860784149973704
156,2009-01-05,9.4,54.9,186.9,90.2281271,-1.281435793,4.8575,49777.0,5.54,9.3,67.1707618,46865,15161.772,-0.169238139,170.894,3.4730514606329345e-05,0.00048219275732195726,0.0008566375167343924,0.00032631936361252,0.0031290779878583664,3.4554930223211415e-05,0.00040868373875748207,4.221688584800547e-06,7.956025516583908e-06,5.237342539529972e-07,0.0005858261680052215,0.00047040174480022574,3.300391153637938e-05,0.000441431681989774
155,2009-01-06,9.5,49.3,187.1,91.00317699,-1.426776038,5.42,49777.0,5.61,8.5,67.1707618,46865,15161.772,-0.169238139,170.312,3.176407506505613e-05,0.0007898659417364622,0.0008484882603608347,0.0002771699938585486,0.0035836633416709758,8.82816469858715e-06,0.00040868373875748207,3.626949596820903e-06,1.954646364012672e-05,5.237342539529972e-07,0.0005858261680052215,0.00047040174480022574,3.300391153637938e-05,0.000455602692665583
154,2009-01-07,9.5,46.6,187.6,90.85888354,-2.097161358,5.222,49777.0,5.41,7.9,67.1707618,46977,15216.647,0.361929991,169.812,3.176407506505613e-05,0.0010019928621431392,0.0008284523977896618,0.000285723208595651,0.0066928509242848554,1.427187825995738e-05,0.00040868373875748207,5.5969929084771185e-06,3.8356840207136074e-05,5.237342539529972e-07,0.0005683113356980006,0.00043135059705493343,2.391289797729248e-05,0.00046813968281163347
153,2009-01-08,9.6,54.1,188.1,91.06266639,-1.48434861,5.1925,49777.0,5.26,7.5,67.1707618,46977,15216.647,0.361929991,169.138,2.9051000842464614e-05,0.0005174202658687836,0.0008088892710415456,0.0002737186320103983,0.003781424035277967,1.5330697446229114e-05,0.00040868373875748207,7.749334200602218e-06,6.0120405647303535e-05,5.237342539529972e-07,0.0005683113356980006,0.00043135059705493343,2.391289797729248e-05,0.0004855869712073404
152,2009-01-09,9.8,53.1,189.3,91.11962433,-1.286205966,5.0575,49777.0,5.13,7.8,67.1707618,46977,15216.647,0.361929991,168.663,2.43002407432796e-05,0.0005650934751145073,0.0007638004373455498,0.00027045440522085567,0.003143042843154517,2.1271372690922015e-05,0.00040868373875748207,1.027383186854532e-05,4.2917851742442786e-05,5.237342539529972e-07,0.0005683113356980006,0.00043135059705493343,2.391289797729248e-05,0.0004982719099386018
151,2009-01-10,10.0,47.7,189.7,91.20738175,-0.182848274,4.952,49777.0,5.15,7.4,67.1707618,47525,15379.155,1.06796195,168.058,2.03263648164738e-05,0.0009094472782673583,0.00074933600297311,0.0002655010869480671,0.0011207332639807071,2.7475636755527795e-05,0.00040868373875748207,9.837646989741043e-06,6.72691484668779e-05,5.237342539529972e-07,0.0004898727997837791,0.0003337021924945326,1.5582262013944528e-05,0.0005149092190196837
150,2009-01-11,9.9,49.5,189.2,91.27193408,1.838295863,4.875,49777.0,5.19,7.6,67.1707618,47525,15379.155,1.06796195,167.339,2.222466301307208e-05,0.0007760681677310059,0.0007674599299177783,0.00026191552757010825,0.00016901686907041204,3.311864959870208e-05,0.00040868373875748207,9.020046390566873e-06,5.373132426193197e-05,5.237342539529972e-07,0.0004898727997837791,0.0003337021924945326,1.5582262013944528e-05,0.0005354050061761625
149,2009-01-12,9.9,52.9,189.4,91.11118612,2.721331123,4.93,49777.0,5.26,8.0,67.1707618,47525,15379.155,1.06796195,166.646,2.222466301307208e-05,0.0005751424732760999,0.0007601583811209306,0.00027093552724085284,7.393444503001982e-05,2.8981865853738028e-05,0.00040868373875748207,7.749334200602218e-06,3.428052471830511e-05,5.237342539529972e-07,0.0004898727997837791,0.0003337021924945326,1.5582262013944528e-05,0.0005559309514878919
148,2010-01-01,9.8,55.9,190.3,91.42255619,2.625708649,5.03,49276.0,5.26,8.1,67.12843528,47797,15456.059,0.500053481,165.909,2.43002407432796e-05,0.0004415102452645279,0.0007281509525623948,0.00025373635536214716,8.085983112903295e-05,2.2738872000225023e-05,0.0004944240690246725,7.749334200602218e-06,3.0637400252862034e-05,6.259393443159589e-07,0.0004550566361937301,0.00029553148056305606,2.199095937029899e-05,0.0005786237631400294
147,2010-01-02,9.8,46.0,192.2,91.44533936,2.143331775,4.99,49276.0,5.35,8.3,67.12843528,47797,15456.059,0.500053481,165.219,2.43002407432796e-05,0.0010563784379240384,0.0006649336998150728,0.00025252160327073216,0.00012702588414789895,2.5056012968696912e-05,0.0004944240690246725,6.3749773539395496e-06,2.4471484900201934e-05,6.259393443159589e-07,0.0004550566361937301,0.00029553148056305606,2.199095937029899e-05,0.0006007077661905851
146,2010-01-03,9.9,52.5,193.7,91.82083986,2.313959457,4.9675,49276.0,5.27,7.1,67.12843528,47797,15456.059,0.500053481,164.574,2.222466301307208e-05,0.0005957794267856849,0.0006189240757120852,0.00023331794285470417,0.00010826977545588607,2.6461678301129995e-05,0.0004944240690246725,7.583047186691038e-06,9.423139447888682e-05,6.259393443159589e-07,0.0004550566361937301,0.00029553148056305606,2.199095937029899e-05,0.000622112613631358
145,2010-01-04,9.9,57.9,196.5,91.98032209,2.236447196,5.098,49276.0,5.29,6.2,67.12843528,48403,15605.628,0.967704639,164.04,2.222466301307208e-05,0.00037014905374905106,0.0005413821635141561,0.000225610170379541,0.00011641995154798849,1.9280821150945904e-05,0.0004944240690246725,7.261101190035738e-06,0.0002589990928110253,6.259393443159589e-07,0.0003861248554612456,0.00023334354985089475,1.6559340572306537e-05,0.0006404094202802099
144,2010-01-05,9.6,63.3,198.9,92.05162499,2.020986081,4.8875,49276.0,4.96,9.3,67.12843528,48403,15605.628,0.967704639,163.666,2.9051000842464614e-05,0.0002299485386507233,0.0004826940052022588,0.00022224696269892213,0.0001424435226051133,3.212943088354712e-05,0.0004944240690246725,1.4855334748846219e-05,7.956025516583908e-06,6.259393443159589e-07,0.0003861248554612456,0.00023334354985089475,1.6559340572306537e-05,0.0006535433214965759
143,2010-01-06,9.4,52.9,197.2,91.96175802,1.053348973,4.7375,49276.0,4.88,8.3,67.12843528,48403,15605.628,0.967704639,163.4,3.4730514606329345e-05,0.0005751424732760999,0.0005235641523974873,0.00022649411591182665,0.00035243823906982476,4.623140719023803e-05,0.0004944240690246725,1.7670419373769563e-05,2.4471484900201934e-05,6.259393443159589e-07,0.0003861248554612456,0.00023334354985089475,1.6559340572306537e-05,0.0006630480301603924
142,2010-01-07,9.4,50.4,195.6,91.98116591,1.235192781,4.564,49276.0,4.72,8.9,67.12843528,48821,15726.282,0.77314415,163.093,3.4730514606329345e-05,0.0007168986628553481,0.0005651844149409462,0.0002255700731538413,0.00029727085272795897,7.042493283495552e-05,0.0004944240690246725,2.5002011246083196e-05,1.2470467587207214e-05,6.259393443159589e-07,0.0003447613267630572,0.00019285017517831405,1.863371422750685e-05,0.0006741895938764785
141,2010-01-08,9.5,53.5,194.1,92.10816102,1.148104565,4.4275,49276.0,4.49,8.8,67.12843528,48821,15726.282,0.77314415,162.53,3.176407506505613e-05,0.0005455188592182772,0.0006072015633468876,0.00021961594250279065,0.00032252215573468567,9.806883607634598e-05,0.0004944240690246725,4.11759973608393e-05,1.3953373731704389e-05,6.259393443159589e-07,0.0003447613267630572,0.00019285017517831405,1.863371422750685e-05,0.0006951102569246687
140,2010-01-09,9.5,48.5,193.9,92.16174367,1.143682656,4.346,49276.0,4.53,7.6,67.12843528,48821,15726.282,0.77314415,161.948,3.176407506505613e-05,0.0008475520394969712,0.0006130348174763318,0.0002171511122326037,0.000323860016416861,0.00011950614050340452,0.0004944240690246725,3.7753984678617746e-05,5.373132426193197e-05,6.259393443159589e-07,0.0003447613267630572,0.00019285017517831405,1.863371422750685e-05,0.0007174191103614784
139,2010-01-10,9.4,50.2,193.8,92.27650337,1.172187601,4.225,49276.0,4.68,8.2,67.12843528,49256,15807.995,0.519595159,160.997,3.4730514606329345e-05,0.0007296452259752728,0.0006159724126372259,0.0002119647592870366,0.0003153321615760081,0.0001602722297157903,0.0004944240690246725,2.726821944246279e-05,2.73814341681956e-05,6.259393443159589e-07,0.0003064121309464095,0.0001694955616496612,2.1731815047677477e-05,0.0007554222890812656
138,2010-01-11,9.8,54.1,193.6,92.31531915,1.143160908,4.3,49276.0,4.87,8.2,67.12843528,49256,15807.995,0.519595159,160.075,2.43002407432796e-05,0.0005174202658687836,0.0006218898739873014,0.00021023872886291473,0.00032401823817388516,0.00013361332023915056,0.0004944240690246725,1.8057906212416163e-05,2.73814341681956e-05,6.259393443159589e-07,0.0003064121309464095,0.0001694955616496612,2.1731815047677477e-05,0.0007941860039323889
137,2010-01-12,9.3,52.5,194.2,92.47395756,1.49572352,4.714,49276.0,5.02,7.0,67.12843528,49256,15807.995,0.519595159,159.247,3.7973978722105494e-05,0.0005957794267856849,0.0006043057713970555,0.00020332937259905315,0.0002329293262839518,4.894356128625789e-05,0.0004944240690246725,1.3042444651221487e-05,0.00010543574823001981,6.259393443159589e-07,0.0003064121309464095,0.0001694955616496612,2.1731815047677477e-05,0.0008306886122514785
136,2011-01-01,9.1,60.6,195.9,92.9144323,1.631846857,4.755,50054.0,5.04,7.3,67.09465577,49302,15769.911,-0.240916068,158.234,4.5397868702434395e-05,0.0002917475757597688,0.0005571363342891279,0.0001853121886314177,0.00020505757969818442,4.430981363383216e-05,0.00036783528353327157,1.2488717265916049e-05,7.52678635477939e-05,7.216386903689011e-07,0.00030261486598082013,0.0001800060857061938,3.4470568840269214e-05,0.0008776346361746473
135,2011-01-02,9.0,70.4,198.1,93.37262728,2.107584633,4.9525,50054.0,5.22,8.1,67.09465577,49302,15769.911,-0.240916068,156.973,4.963750183950614e-05,0.00012296014191696378,0.000501513822677526,0.00016826198457435025,0.00013134951454787288,2.74423298342122e-05,0.00036783528353327157,8.451755096479546e-06,3.0637400252862034e-05,7.216386903689011e-07,0.00030261486598082013,0.0001800060857061938,3.4470568840269214e-05,0.0009397942211632681
134,2011-01-03,9.0,63.4,199.7,94.28311049,2.681603255,4.836,50054.0,5.13,7.2,67.09465577,49302,15769.911,-0.240916068,155.606,4.963750183950614e-05,0.00022793014845572636,0.0004645800922976823,0.00013889559358670227,7.673661865976546e-05,3.640505119482916e-05,0.00036783528353327157,1.027383186854532e-05,8.421759489465656e-05,7.216386903689011e-07,0.00030261486598082013,0.0001800060857061938,3.4470568840269214e-05,0.001012156826199772
133,2011-01-04,9.1,65.4,201.1,94.89023994,3.163630855,4.84,50054.0,5.16,6.7,67.09465577,49873,15876.839,0.678050751,154.194,4.5397868702434395e-05,0.0001910832557731916,0.0004345003201349752,0.00012222010312474635,4.8862689068175485e-05,3.605349683099739e-05,0.00036783528353327157,9.626548906143782e-06,0.00014769334553712396,7.216386903689011e-07,0.00025921692986947205,0.0001520284385621987,1.9740196373487903e-05,0.0010927499165096141
132,2011-01-05,9.0,60.8,201.6,95.33662142,3.568645779,4.6375,50054.0,4.96,6.6,67.09465577,49873,15876.839,0.678050751,152.854,4.963750183950614e-05,0.00028664868672513365,0.00042423605253439354,0.00011125075706528002,3.3440071822918223e-05,5.8923934274396194e-05,0.00036783528353327157,1.4855334748846219e-05,0.00016525341139439297,7.216386903689011e-07,0.00025921692986947205,0.0001520284385621987,1.9740196373487903e-05,0.0011751533421057647
131,2011-01-06,9.1,58.5,201.9,95.23451904,3.558828246,4.51,50054.0,4.99,6.6,67.09465577,49873,15876.839,0.678050751,151.521,4.5397868702434395e-05,0.00035108023787366806,0.0004181942004794563,0.00011366962137528442,3.3748913231548e-05,8.02817136279828e-05,0.00036783528353327157,1.3919407051380895e-05,0.00016525341139439297,7.216386903689011e-07,0.00025921692986947205,0.0001520284385621987,1.9740196373487903e-05,0.0012632830829629458
130,2011-01-07,9.0,59.5,202.6,95.31890118,3.628715984,4.545,50054.0,4.93,6.7,67.09465577,50056,15870.684,-0.038767163,149.965,4.963750183950614e-05,0.0003214561067284275,0.0004044289204180186,0.00011166683765458977,3.161097165602449e-05,7.37468414839958e-05,0.00036783528353327157,1.585419233720475e-05,0.00014769334553712396,7.216386903689011e-07,0.00024667049080249147,0.000153513926593039,3.0492547109215325e-05,0.0013745392993111951
129,2011-01-08,9.0,44.5,202.8,95.58175152,3.771208177,4.27,50054.0,4.37,6.5,67.09465577,50056,15870.684,-0.038767163,147.784,4.963750183950614e-05,0.0012055938152242076,0.0004005798333060189,0.0001056515108372166,2.766234149709225e-05,0.0001436988909638477,0.00036783528353327157,5.341795595870243e-05,0.00018490090297881075,7.216386903689011e-07,0.00024667049080249147,0.000153513926593039,3.0492547109215325e-05,0.0015471421950094715
128,2011-01-09,9.0,45.4,202.7,95.72688879,3.868356845,4.106,50054.0,4.09,6.3,67.09465577,50056,15870.684,-0.038767163,146.835,4.963750183950614e-05,0.0011137126309372631,0.00040249977766028785,0.00010247002951419637,2.5256913082212416e-05,0.00021390136003337354,0.00036783528353327157,9.805000259185576e-05,0.00023147978190594704,7.216386903689011e-07,0.00024667049080249147,0.000153513926593039,3.0492547109215325e-05,0.0016288492090924733
127,2011-01-10,8.8,39.8,202.7,95.5294346,3.525199928,4.0675,50054.0,3.98,6.0,67.09465577,50573,16048.702,1.121678183,145.501,5.9341468251745456e-05,0.0018236051084150695,0.00040249977766028785,0.00010682238340362896,3.482857738289235e-05,0.00023483785438711114,0.00036783528353327157,0.000124469769360151,0.00032423819065132044,7.216386903689011e-07,0.00021440995985002234,0.00011587968946306474,1.5082699770275122e-05,0.0017510388257036692
126,2011-01-11,8.6,56.0,202.2,95.44884966,3.394377595,3.9925,50054.0,3.87,5.7,67.09465577,50573,16048.702,1.121678183,144.585,7.094239321103074e-05,0.0004376356695195011,0.0004122383593170636,0.00010865134001577658,3.9367544946116895e-05,0.0002816876807723124,0.00036783528353327157,0.00015800726950029577,0.00045414979634978564,7.216386903689011e-07,0.00021440995985002234,0.00011587968946306474,1.5082699770275122e-05,0.0018401987499151197
125,2011-01-12,8.5,64.5,202.2,95.21342351,2.96241885,3.958,50054.0,3.93,5.3,67.09465577,50573,16048.702,1.121678183,143.6,7.756740290402926e-05,0.00020686336922543107,0.0004122383593170636,0.00011417590417441897,5.899355127390905e-05,0.00030627138427274253,0.00036783528353327157,0.00013872707041593716,0.0007116652370313656,7.216386903689011e-07,0.00021440995985002234,0.00011587968946306474,1.5082699770275122e-05,0.0019411371261917054
124,2012-01-01,8.3,61.1,203.9,95.6323808,2.92521671,3.915,51017.0,3.85,5.3,66.78334217,51205,16179.968,0.817922845,142.907,9.273106566599662e-05,0.0002791669068330563,0.0003800551541319639,0.00010453062799912145,6.108484745702236e-05,0.0003399356049980836,0.0002550615269859782,0.0001650119645303478,0.0007116652370313656,2.6776664665228335e-06,0.00018064668685498767,9.417624962403702e-05,1.8134376320155552e-05,0.002015446273912913
123,2012-01-02,8.3,70.8,205.1,96.05344764,2.871098777,3.89,51017.0,3.85,4.8,66.78334217,51205,16179.968,0.817922845,142.277,9.273106566599662e-05,0.0001186990319821832,0.00035886166240527086,9.565755977453305e-05,6.42601175946118e-05,0.0003611831308760791,0.0002550615269859782,0.0001650119645303478,0.0012474653546919556,2.6776664665228335e-06,0.00018064668685498767,9.417624962403702e-05,1.8134376320155552e-05,0.002085460553518536
122,2012-01-03,8.2,70.2,205.7,96.78293118,2.651398195,3.954,51017.0,3.99,4.9,66.78334217,51205,16179.968,0.817922845,141.667,0.00010139062089499124,0.00012514771377865048,0.00034871215782425534,8.203073570884088e-05,7.89379599088339e-05,0.00030925699376410594,0.0002550615269859782,0.00012179917318974051,0.001115036134202951,2.6776664665228335e-06,0.00018064668685498767,9.417624962403702e-05,1.8134376320155552e-05,0.0021555639302565004
121,2012-01-04,8.2,69.2,206.3,97.07531527,2.302739809,3.91,51017.0,3.96,4.9,66.78334217,51554,16253.726,0.455859987,141.029,0.00010139062089499124,0.00013668330865635288,0.00033884960929280133,7.713033963342226e-05,0.00010941319376389483,0.00034408271809290323,0.0002550615269859782,0.00012998789089444616,0.001115036134202951,2.6776664665228335e-06,0.00016433721318526523,8.381713233012535e-05,2.2588467536236496e-05,0.002231402095211389
